uid,menu-item-id,weighted,display-name,highlighted-rm,methods-image,WORKING-NAME_1,WORKING-NAME_2,WORKING-TOPIC_TAG,theme,type,action,start,end,address,latitude,longitude,source,display-desc,desc-source,WORKING-NOTES,WORKING-IMAGERY-SOURCES,WORKING-RESEARCH-MATERIALS,Location_QC
poi000146,ui0013,,,rm0058,mi0061,Walker,David,dwappeal,People/Orgs,Person,lived,1829,1830,Bridge (now North Anderson) Street,42.3619426,-71.0678119,"Wikipedia.. Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,"""by the spring of 1829 he had moved to Bridge (now North Anderson) Street, on the north."" This location is approximate.",,,TBD
poi000144,ui0013,,,rm0063,mi0069,Walker,David,dwappeal,People/Orgs,Person,lived,,1826,,42.36018,-71.06942,"Wikipedia. Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.","After arriving in Boston in 1825, famed abolitionist David Walker lived in a boardinghouse on Southac Street, according to spring 1826 tax record. Walker, best known for writing An Appeal to the Colored Citizens of the World, lived in the boardinghouse alongside fellow Massachusetts General Colored Association member Coffin Pitts.",,"""Tax records from spring 1826 locate him—with Coffin Pitts, soon to be his neighbor on Belknap Street—in a boardinghouse run by Samuel Guild on Southac Street between Grove and West Cedar"" Kathryn Grover and Janine V. da Silva ""Historic Resource Study Boston African American National Historic Site,"" 31 December 2002.",,,TBD
,ui0014,,,rm0079,mi0087,Roberts,Benjamin,dwappeal,People/Orgs,Person,lived,,1844,12 Second Street,42.3435573,-71.0568636,"Boston Directory, 1844.",,,,,,changed
,ui0014,,,rm0080,mi0088,Roberts,Benjamin,dwappeal,People/Orgs,Person,lived,,1853,19 Washington,42.35962273,-71.057722,"Boston Directory, 1853.",,,,,,TBD
,ui0015,,,rm0032,mi0085,Randolph,Peter,dwappeal,People/Orgs,Person,lived,1847,1860,20 Botolph St,42.36063,-71.06629,"Boston African American National Historic Site, National Park Service.",,,,,,TBD
,ui0015,,,rm0072,mi0078,Nell,William Cooper,"robertsvcob,bosvigilance",People/Orgs,Person,lived,1857,1863,20 Grove St,42.36011,-71.06538,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,Wikipedia,,31,"24, 5",changed
,ui0015,,,rm0048,mi0076,Nell,William Cooper,"robertsvcob,bosvigilance",People/Orgs,Person,lived,1850,1856,3 Smith Court,42.36011,-71.06538,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,Wikipedia,,31,"24, 5",changed
,ui0015,,,rm0078,mi0084,Brown,William Wells,dwappeal,People/Orgs,Person,lived,,1856,3 Smith Court,42.36011,-71.06538,"Boston Directory, 1856.",,,,,,changed
poi000053,ui0015,,,rm0045,mi0038,Craft,Ellen,bosvigilance,People/Orgs,Person,lived,,1850,66 Southac St,42.360223,-71.069049,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,30,,changed
poi000053,ui0015,,,rm0045,mi0039,Craft,Willam,bosvigilance,People/Orgs,Person,lived,,1850,66 Southac St,42.360223,-71.069049,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,changed
,ui0015,,,rm0070,mi0075,Jacobs,Harriet,dwappeal,People/Orgs,Person,lived,1844,1849,87 Charter Street ,42.36777,-71.0557,NPS Boston African American National Historic Site.,,,,,,changed
poi000094,ui0015,,,rm0073,mi0079,Nell,William Cooper,bosvigilance,People/Orgs,Person,lived,1873,1874,88 Kendall St,42.336359,-71.082461,"Wikipedia.. Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,64 Kendall St according to death record: https://www.ancestrylibrary.com/imageviewer/collections/2495/images/40902_264123__0120-00309,31,"24, 5",TBD
,,,,,,Smith,John J,robertsvcob,People/Orgs,Person,lived,,1846,2 Southac Street,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,TBD
poi000095,,,,,,Nell,William G.,bosvigilance,People/Orgs,Person,lived,1821,1823,20 Belknap,42.36049,-71.06505,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,TBD
poi000096,,,,,,Nell,William G.,bosvigilance,People/Orgs,Person,lived,1824,1825,27 Belknap,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,TBD
poi000051,,,,,,Coburn,John,bosvigilance,People/Orgs,Person,lived,1835,1843,3 Coburn Court,42.36012,-71.06734,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,TBD
poi000446,,,,,,William,Jones,bosvigilance,People/Orgs,Person,lived,,,4 Oliver St,,,,,,,,19,TBD
poi000097,,,,,,Nell,William G.,bosvigilance,People/Orgs,Person,lived,1825,1828,9 Second St,42.36535,-71.06705,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,changed
poi000098,,,,,,Nell,William G.,bosvigilance,People/Orgs,Person,lived,1829,,Bridge St,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,TBD
poi000107,ui0013,,,,,Pitts,Coffin,bosvigilance,People/Orgs,Person,lived,,1826,,42.36018,-71.06942,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,TBD
,,,,,,Smith,Georgiana,robertsvcob,People/Orgs,Person,lived,,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,,TBD
poi000137,,,,,,Smith,John J,robertsvcob,People/Orgs,Person,lived,,1850,,42.358706,-71.069694,Wikipedia. Boston African American National Historic Site.,,,,,,TBD
,ui0014,,,rm0005,mi0093,Snowden,Isaac H.,dwappeal,People/Orgs,Person,printed,,1848,1.5 Water Street,42.35753182,-71.05792148,,,,,,,TBD
,ui0014,,,rm0005,mi0023,Yerrinton,J. B. ,dwappeal,People/Orgs,Person,printed,,1852,21 Cornhill,42.359672,-71.058174,,,,,,,changed
,ui0014,,,rm0034,mi0021,Rand,George C,dwappeal,People/Orgs,Person,printed,,1852,3 Cornhill,42.3595998,-71.05782498,,,,,,,changed
,ui0014,,,mi0098,rm0084,Forbes,Abner,dwappeal,People/Orgs,Person,printed,,1848,37 Cornhill,42.35964655,-71.05858842,,,,,,,changed
,ui0014,,,mi0097,rm0084,Marsh,Bella,dwappeal,People/Orgs,Person,published,,1848,25 Cornhill,42.359665,-71.058249,,,,,,,changed
,ui0013,,,rm0081,mi0090,Stewart,Maria W.,dwappeal,People/Orgs,Person,spoke,,1833,8 Belknap St,42.360792,-71.065015,"Wikipedia.. Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.","Abolitionist and women’s rights advocate Maria W. Stewart was one of the first women of any race to speak in public in the United States. She was also the first Black American woman to write and publish a political manifesto. She was influenced by David Walker, whose residence at 8 Belknap Street she moved into after Walker moved out.",,8 Belknap Street is now 81 Joy Street,,,TBD
poi000069,ui0012,,,rm0051,mi0045,Grimes,Leonard Andrew,bosvigilance,People/Orgs,Person,was pastor,1848,1873,,42.3604427,-71.0681428,"Wikipedia.. Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,,18,changed
poi00424,ui0007,,,,,Morris,Robert,"robertsvcob,bosvigilance",People/Orgs,Person,worked,1838,,27 State Street,42.35856546,-71.05706141,Robert Morris's Boston.,"Robert Morris was one of the first Black attorneys in the United States. He advocated for integrated schools, militias, and public spaces, and supported equal rights for women, and represented alleged fugitive slaves. He represented Benjamin and Sarah Roberts in their suit to end segregated schools.",https://www.bc.edu/bc-web/schools/law/sites/students/library/special-collections/robert-morris.html,,,4,same
,ui0009,,,rm0089,mi00104,Burns,Anthony,,People/Orgs,Person,worked,,1854,36 Brattle Street,42.3597369,-71.0582496,,Anthony Burns worked at Coffin Pitts' clothing store on Brattle Street in May 1854 at the time of his arrest.,"Charles Emery Stevens, Anthony Burns : a history, 1856",,,,changed
,ui0009,,,rm0093,,Grimes,Leonard,,People/Orgs,Person,worked,,1854,Twelfth Baptist Church,42.3604427,-71.0681428,,Leonard Grimes and the Twelfth Baptist Church raised money to purchase Anthony Burns and secure his freedom.,"Charles Emery Stevens, Anthony Burns : a history, 1856",,,,changed
,ui0012,,,rm0049,mi0054,Coburn,John,bosvigilance,People/Orgs,Person,worked,1852,,24 Brattle Street,42.360272,-71.066456,"Boston Directory, 1852",,,,,,changed
poi000054,ui0012,,,rm0045,mi0039,Craft,Willam,bosvigilance,People/Orgs,Person,worked,,1850,51 Cambridge,42.3614356,-71.0667128,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,Approximated based on Chambers St opening at 39 Cambridge St and Blossom St opening at 91 Cambridge St,,,,TBD
poi000072,ui0012,,,rm0005,mi0047,Hayden,Lewis,bosvigilance,People/Orgs,Person,worked,,1858,121 Cambridge St,42.3614784,-71.0684456,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,"According to the 1852 Boston Directory, N. Grove Street opened at 127 Cambridge St and Cyrpus opened at 119 Cambridge St.",,17,"15, 5",changed
,ui0012,,John Telemachus Hilton,rm0026,mi0051,Hilton,John T.,bosvigilance,People/Orgs,Person,worked,,1850,32 Brattle,42.3597686,-71.0585477,"Boston Directory, 1850.","John Telemachus Hilton was involved in supporting Freedom's Journal in Boston, helped found the Massachusetts General Colored Association, and was heavily involved in the African Lodge",,,,,TBD
,ui0012,,,rm0005,mi00120,Snowden,Samuel,"dwappeal,bosvigilance",People/Orgs,Person,worked,1835,1850,Revere Street Methodist Episcopal Church,42.359827,-71.0692792,,,,,,,changed
,ui0013,,,rm0055,mi0056,Brinsley,Frederick ,dwappeal,People/Orgs,Person,worked,,1825,10 Brattle Street,42.3596846,-71.0592103,"Arkin, Marc M. 2016. ““A Convenient Seat in God's Temple”:1 The Massachusetts General Colored Association and the Park Street Church Pew Controversy of 1830.” The New England Quarterly 89 (1): 6–53. https://doi.org/10.1162/TNEQ_a_00511.","Frederick Brinsley was the participant in the Park Street Pew Incident which David Walker spoke out against in the third edition of the Appeal. Additionally, he owned a clothing store near Walker's.","Boston Directory, 1825",,,,TBD
poi000434,ui0013,,,rm0061,mi0065,Brinsley,Frederick ,dwappeal,People/Orgs,Person,worked,,1831,20 Elm Street,42.3607162,-71.0581145,"Boston Directory, 1831. Arkin, Marc M. 2016. ““A Convenient Seat in God's Temple”:1 The Massachusetts General Colored Association and the Park Street Church Pew Controversy of 1830.” The New England Quarterly 89 (1): 6–53. https://doi.org/10.1162/TNEQ_a_00511.","Frederick Brinsley was the participant in the Park Street Pew Incident which David Walker spoke out against in the third edition of the Appeal. Additionally, he owned a clothing store near Walker's.","Arkin, Marc M. 2016. ““A Convenient Seat in God's Temple”:1 The Massachusetts General Colored Association and the Park Street Church Pew Controversy of 1830.” The New England Quarterly 89 (1): 6–53. https://doi.org/10.1162/TNEQ_a_00511.",,,,TBD
poi000435,ui0013,,,rm0059,mi0062,Eli,John,dwappeal,People/Orgs,Person,worked,,,38 Brattle Street,42.3597179,-71.0581938,"Arkin, Marc M. 2016. ““A Convenient Seat in God's Temple”:1 The Massachusetts General Colored Association and the Park Street Church Pew Controversy of 1830.” The New England Quarterly 89 (1): 6–53. https://doi.org/10.1162/TNEQ_a_00511.","In February of 1828, David Walker, John Scarlett, and John Eli, all of whom dealt used clothes on Brattle Street, were ""arrested, tried, and eventually acquitted for dealing in stolen property.""","Arkin, Marc M. 2016. ““A Convenient Seat in God's Temple”:1 The Massachusetts General Colored Association and the Park Street Church Pew Controversy of 1830.” The New England Quarterly 89 (1): 6–53. https://doi.org/10.1162/TNEQ_a_00511.",,,,TBD
poi000247,ui0013,,,rm0052,mi0048,Hilton,John T.,dwappeal,People/Orgs,Person,worked,,1836,20 Brattle,42.35976,-71.05888,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.","John Telemachus Hilton was involved in supporting Freedom's Journal in Boston, helped found the Massachusetts General Colored Association, and was heavily involved in the African Lodge",,,12,"2, 5",same
,ui0013,,,rm0055,mi0057,Holmes,George B.,dwappeal,People/Orgs,Person,worked,,1825,Court Street,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",George B. Holmes was a member of the Prince Hall Masons and attended the February 1827 meeting at David Walker's Belknap Street home to determine how to support Freedom's Journal.,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service..",,8,,TBD
poi000436,ui0013,,,rm0057,mi0060,Scarlett,John ,dwappeal,People/Orgs,Person,worked,,,24 Brattle Street,42.35981,-71.058,"Arkin, Marc M. 2016. ““A Convenient Seat in God's Temple”:1 The Massachusetts General Colored Association and the Park Street Church Pew Controversy of 1830.” The New England Quarterly 89 (1): 6–53. https://doi.org/10.1162/TNEQ_a_00511.","In February of 1828, David Walker, John Scarlett, and John Eli, all of whom dealt used clothes on Brattle Street, were ""arrested, tried, and eventually acquitted for dealing in stolen property.""","Arkin, Marc M. 2016. ““A Convenient Seat in God's Temple”:1 The Massachusetts General Colored Association and the Park Street Church Pew Controversy of 1830.” The New England Quarterly 89 (1): 6–53. https://doi.org/10.1162/TNEQ_a_00511.",,,,changed
,ui0013,,,,,Snowden,Samuel,"dwappeal,bosvigilance",People/Orgs,Person,worked,1823,1834,Revere Street Methodist Episcopal Church,42.359589,-71.069324,,,,,,,TBD
,ui0013,,,rm0060,mi0063,Walker,David,dwappeal,People/Orgs,Person,worked,,1826,20 Brattle Street,42.35976,-71.05888,,,,,,,TBD
,ui0013,,,rm0055,mi0058,Walker,David,dwappeal,People/Orgs,Person,worked,,1825,City Market (between Brattle Street and Elm Street),,,"Boston Directory, 1825",,,,,,TBD
poi000111,,,,,,Putnam,George,robertsvcob,People/Orgs,Person,worked,1837,1847,14 School St,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.","George Putnam was a hairdresser who lived on Beacon Hill. As an abolitionist and supporter of William Lloyd Garrison, Putnam was an active advocate for the end of segregation in Boston's schools.",https://buildingsofnewengland.com/tag/george-putnam/,,,,TBD
,ui0013,,,rm0082,mi0095,Paul,Thomas,dwappeal,People/Orgs,Person,worked,1808,1829,First Independent Baptist Church,42.359983,-71.065481,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.","Thomas Paul was a Baptist minister in Boston, Massachusetts, who became the first pastor for the First African Baptist Church, formed in the early 19th century in response to segregation in Boston's other churches. Paul, like David Walker, was an authorized agent who could sell copies of Freedom's Journal.",,,"7, 33",,changed
,,,,,,Smith,Elizabeth,robertsvcob,People/Orgs,Person,worked,,,Phillips School on Anderson Street,42.3591396,-71.0679457,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.","According to Grover and da Silva, Elizabeth Smith is ""believed to have been the first teacher of African descent in the city's newly integrated system."" She worked at the Phillips School in the 1870s.",,,,,same
,,,,,,Smith,John J,robertsvcob,People/Orgs,Person,worked,,1847,Staniford,,,"Boston City Directory, 1847.",John Smith worked as a barber on Staniford St.,,,,,TBD
poi000384,ui0001,,,rm0085,mi0099,First Independent Baptist Church,,robertsvcob,Places,Church,met,1806,,8 Smith Ct,42.359983,-71.065481,Wikipedia.,"In addition to serving as a spiritual and religious center for the community, the African Meeting House provided an integral gathering space for the cultural, educational, and political life of Boston’s Black community. The African School held classes in a room on the first floor of the meeting house from 1808 until 1835, when it moved into the new Abiel Smith School. Classes returned to the meeting house in 1849 when many African Americans chose to withdraw their children from the Smith School to protest segregated education. ",https://www.nps.gov/boaf/learn/historyculture/amh.htm,"Other names: African Church, African Street House, Belknap Street Church, First African Baptist Church, First Independent Baptist Church.",32,,changed
,ui0001,,,,,First African Methodists Episcopal Bethel Society of Boston,,,Places,Church,met,1844,1876,Anderson Street,42.3600094,-71.0678923,US National Park Service.,,,,,,changed
,ui0001,,,,,Revere Street Methodist Episcopal Church,,,Places,Church,met,1835,1903,May Street,42.359827,-71.0692792,US National Park Service.,,,,,,TBD
,ui0001,,,,,Columbus Avenue AME Zion Church,,,Places,Church,met,1841,1903,North Russell Street,42.361791,-71.0663755,US National Park Service.,,,,,,changed
poi000030,ui0001,,,,,Revere Street Methodist Episcopal Church,,dwappeal,Places,Church,met,1823,1834,,42.359589,-71.069324,"Boston African American National Historic Site.. Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.","In the early 1800s, a number of African Americans were attending the Bromfield Street Methodist Episcopal Church. In 1818, this church helped to establish a separate black Methodist church by hiring the Rev. Samuel Snowden. This church became known as the Revere Street Methodist Episcopal Church. They met at various locations until a building was purchased by the New England Methodist Conference on Revere (originally May) Street in 1823. This church moved in 1835 to a larger building on Revere Street. The Rev. Snowden, like the ministers who followed him, was actively engaged in antislavery activities. David Walker, antislavery advocate and author of the Appeal to the Coloured Citizens of the World and Expressly to the Coloured Citizens of the United States, was also a member of this church. The Revere Street Church building, which was owned by the Bromfield Street Church, was sold in 1903, and the Revere Street Church was left without a place to meet. They moved into a church in the South End in 1911 and again into another building in 1949. This church remains today on Columbus Avenue and is known as the Union United Methodist Church.",National Park Service,"Black congregants were given their own local pastor (Samuel Snowden) in 1818, and their own church on May Street in 1823, under the sponsorship of Bromfield, who built a larger facility on Revere Street in 1835 for the black congregation",,"8, 13",TBD
poi000033,ui0001,,,rm0086,mi00100,Twelfth Baptist Church,,bosvigilance,Places,Church,met,1850,1906,,42.3604427,-71.0681428,"Wikipedia. Boston African American National Historic Site.. Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,45 phillips st according to 1880 city directory https://books.google.com/books?id=NSFFAQAAMAAJ&pg=PA1330&,,18,changed
,ui0009,,,rm0087,mi00101,Twelfth Baptist Church,,,Places,Church,was built,,1854,,42.3604427,-71.0681428,,"According to ""Anthony Burns: a History,"" the church was finished on the first day of Anthony Burns' trial.","Charles Emery Stevens, Anthony Burns : a history, 1856",,,,changed
poi000422,ui0013,,,rm0056,mi0059,David Walker's Used Clothing Store,,dwappeal,Places,Place,is,1827,1830,42 Brattle Street ,42.35981,-71.05808,"Arkin, Marc M. 2016. ““A Convenient Seat in God's Temple”:1 The Massachusetts General Colored Association and the Park Street Church Pew Controversy of 1830.” The New England Quarterly 89 (1): 6–53. https://doi.org/10.1162/TNEQ_a_00511.","Sometime in the 1820s Walker opened a secondhand clothing store on the Boston waterfront. Through this business he could purchase clothes taken from sailors in barter for drink and then resell them to seamen about to embark. In the copious pockets of these garments, he concealed copies of his Appeal, which he reasoned would reach Southern ports and pass through the hands of other used-clothes dealers who would know what to do with them. He also used sympathetic Black seamen to distribute pamphlets directly.",Britannica,,14,6,changed
poi000421,,,,,,Putnam-Johnson House,,robertsvcob,Places,Place,is,1826,1904,69 Joy Street,42.36054,-71.06496,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.","This home belonged to two important figures in the Black community. One was George Putman, who held meetings at his home, where he may have also hosted a gathering to discuss the founding of a college for African Americans, as Putnam valued education and advocated to integrate Boston’s schools. In 1853, Putnam sold the house to Robert Johnson, a freedom-seeker who escaped to Canada from Virginia, before settling in Boston in the 1830s. Based on his activism and associates, Johnson likely assisted freedom seekers; he served as a deacon at Twelfth Baptist Church, also known as the “Fugitives’ Slaves Church.”",https://buildingsofnewengland.com/tag/george-putnam/,,,,changed
poi000449,ui0009,,,,,Apothecary (?),,bosvigilance,Places,Place,was,,,,,,,,,,,19,TBD
poi000448,ui0009,,,,,John Favor's Stairbuilders Shop,,bosvigilance,Places,Place,was,,,49 Lincoln St,42.35257099,-71.05813055,"The Boston Directory, 1855.",,,,,19,same
poi000447,ui0009,,,,,Russell's Shop,,bosvigilance,Places,Place,was,,,,,,,,,,,19,TBD
poi000450,ui0009,,,,,Stephen Maddox's Clothing Store,,bosvigilance,Places,Place,was,,,72 Essex St,42.35264259,-71.06005634,"Boston Slave Riot, and Trial of Anthony Burns. : Containing the Report of the Faneuil Hall Meeting, the Murder of Batchelder, Theodore Parker's Lesson for the Day, Speeches of Counsel on Both Sides, Corrected by Themselves, a Verbatim Report of Judge Loring's Decision, and Detailed Account of the Embarkation. 1854. Boston: Fetridge and company.",,,,,19,changed
poi000454,ui0009,,,,,William Bell's Dancing,,bosvigilance,Places,Place,was,,,425 Washington Street,,,"The Boston Directory, 1855.",,,,,19,TBD
poi000385,,,,,,George and Susan Hillard House,,bosvigilance,Places,Place,was part of the Underground Railroad,,1855,62 Pinckney Street,42.358784,-71.067685,Boston African American National Historic Site.,"George and Susan Hillard lived at No. 62 Pinckney Street from the early 1840s through the 1870s. Both of the Hillards were opposed to slavery, and George was a law partner with Charles Sumner, an ardent abolitionist, until Sumner was elected to the U.S. Senate. By 1850, however, George began aligning with Daniel Webster’s politics and believed that slavery should not come between the states. As a U.S. commissioner, George also had to uphold the Fugitive Slave Act of 1850 and issue arrest warrants to slave catchers (National Park Service). Despite her husband’s politics, Susan Hillard remained staunchly anti-slavery and even hid runaway slaves in the family home. ",Underground Railroad in Beacon Hill,,,,same
,ui0006,,,rm0064,,Mather School,,,Places,School,,1843,,"Broadway, South Boston",42.340398,-71.0528256,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Brimmer School for boys,,,Places,School,,1844,,Common Street,42.3489258,-71.0644817,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Dwight School,,,Places,School,,1844,,Concord Street,42.3772972,-71.0617349,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Endicott School,,,Places,School,,1811,,Cooper Street,42.3641812,-71.0570441,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,TBD
,ui0006,,,rm0064,,Bowdoin School for girls,,,Places,School,,1820,,Derne Street,42.3596308,-71.0661459,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Lyman School,,,Places,School,,1837,,East Boston,42.3710094,-71.0394943,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,TBD
,ui0006,,,rm0064,,Winthrop School for girls,,,Places,School,,1835,,East Street,42.3776559,-71.0591325,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Hancock School for girls,,,Places,School,,1822,,Hanover Street,42.3644171,-71.0553536,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Mayhew School for boys,,,Places,School,,1803,,Hawkins Street,42.3616313,-71.0606437,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Otis School,,,Places,School,,1844,,Lancaster Street,42.3644219,-71.0625463,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Adams School for boys,,,Places,School,,1717,,Mason Street,42.3545015,-71.062824,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Wells School for girls,,,Places,School,,1833,,McLean Street,42.3633684,-71.0666926,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Eliot School for boys,,,Places,School,,1713,,North Bennett Street,42.3654189,-71.0546276,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Phillips School for boys,,,Places,School,,1844,,Pinckney Street,42.3591396,-71.0679457,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Hawes School,,,Places,School,,1811,,South Boston,42.3363809,-71.0463458,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Johnson School for girls,,,Places,School,,1836,,Tremont Street,42.3507101,-71.0643505,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Boylston School,,,Places,School,,1819,,Washington Place,42.3558445,-71.0520711,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0006,,,rm0064,,Franklin School for girls,,,Places,School,,1785,,Washington Street,42.3435694,-71.066404,"Reports of the Annual Visiting Committees of the Public Schools, 1847.",,,,,,same
,ui0013,,,rm0067,mi0072,Letters of Phillis Wheatly. the Negro-slave poet of Boston,,dwappeal,Works,Work,was published,,1864,15 Water Street,42.3574898,-71.0577242,"Boston Directory, 1864",,,,,,TBD
,ui0013,,,rm0066,mi0071,Memoir and poems of Phillis Wheatley,,dwappeal,Works,Work,was published,,1834,3 Cornhill,42.3595998,-71.05782498,,,,,,,changed
,ui0013,,,rm0069,mi0074,"Memoir and poems of Phillis Wheatley, a native African and a slave, 2nd Edition",,dwappeal,Works,Work,was published,,1835,1 and 3 Cornhill,42.3595998,-71.05782498,"Boston Directory, 1835",,,,,,TBD
,ui0013,,,rm0068,mi0073,"Memoir and poems of Phillis Wheatley, a native African and a slave, 3rd Edition",,dwappeal,Works,Work,was published,,1838,25 Cornhill,42.359665,-71.058249,,,,,,,changed
,ui0014,,,rm0005,mi0024,Liberator,The,dwappeal,Works,Work,was published,1831,1834,11 Merchants Hall,42.35764,-71.056311,,,,,,,TBD
,ui0014,,,rm0005,mi0022,Liberator,The,dwappeal,Works,Work,was published,1847,1860,21 Cornhill St,42.359672,-71.058174,,,,,,,changed
,ui0014,,,rm0005,mi0086,Liberator,The,dwappeal,Works,Work,was published,1861,1865,221 Washington St Room No. 6,42.356329,-71.059687,,,,,,,changed
,ui0014,,,rm0005,mi0027,Liberator,The,dwappeal,Works,Work,was published,1838,1846,25 Cornhill St,42.359665,-71.058249,,,,,,,changed
,ui0014,,,rm0005,mi0026,Liberator,The,dwappeal,Works,Work,was published,,1835,31 Cornhill St,42.359693,-71.058305,,,,,,,changed
,ui0014,,,rm0005,mi0025,Liberator,The,dwappeal,Works,Work,was published,1836,1837,46 Washington St,42.35777404,-71.05784283,,,,,,,changed
