OCCUPATION_ID,FMAIN_ID,SOURCE_YEAR,SOURCE,AGE,GENDER,OCCUPATION,SCHOOL,STATUS,LITERACY,VOTER,ESTATE,REAL_ESTATE,ORIG_TOWN,ORIG_STATE,ORIG_COUNTRY,REMARKS
2882,805,1825,BD,,,Cook,,,,,,,,,,
2883,806,1851,BD,,,Carpenter,,,,,,,,,,
2887,807,1859,BD,,,Carpenter,,,,,,,,,,
2888,807,1862,BD,,,Carpenter,,,,,,,,,,
2898,810,1853,BD,,,Boarding house,,,,,,,,,,
2900,810,1855,BD,,,Boarding house,,,,,,,,,,
2926,817,1861,BD,,,Servant,,,,,,,,,,
2927,817,1862,BD,,,Servant,,,,,,,,,,
2931,819,1858,BD,,,Boarding house,,,,,,,,,,
2953,826,1862,BD,,,Teamster,,,,,,,,,,
2963,830,1861,BD,,,Tailor,,,,,,,,,,
2967,831,1861,BD,,,Carpenter,,,,,,,,,,
2973,833,1823,BD,,,Boarding house,,,,,,,,,,
2989,839,1849,BD,,,Physician,,,,,,,,,,
2990,839,1850,BD,,,Physician,,,,,,,,,,
2992,839,1851,BD,,,Physician,,,,,,,,,,
2993,839,1853,BD,,,Physician,,,,,,,,,,
3003,845,1842,BD,,,Physician,,,,,,,,,,
3004,846,1848,BD,,,Painter,,,,,,,,,,
3065,866,1832,BD,,,Physician,,,,,,,,,,
3066,866,1848,BD,,,Physician,,,,,,,,,,
3109,878,1848,BD,,,Paperhanger,,,,,,,,,,
3110,878,1860,BD,,,Paperhanger,,,,,,,,,,
3117,879,1848,BD,,,Cooper,,,,,,,,,,
3118,879,1849,BD,,,Cooper,,,,,,,,,,
3119,879,1850,BD,,,Cooper,,,,,,,,,,
3120,879,1851,BD,,,Cooper,,,,,,,,,,
3121,879,1852,BD,,,Cooper,,,,,,,,,,
3122,879,1853,BD,,,Cooper,,,,,,,,,,
3123,879,1854,BD,,,Cooper,,,,,,,,,,
3124,879,1855,BD,,,Cooper,,,,,,,,,,
3125,879,1856,BD,,,Cooper,,,,,,,,,,
3126,879,1857,BD,,,Cooper,,,,,,,,,,
3127,879,1858,BD,,,Cooper,,,,,,,,,,
3128,879,1859,BD,,,Cooper,,,,,,,,,,
3129,879,1860,BD,,,Cooper,,,,,,,,,,
3130,879,1861,BD,,,Cooper,,,,,,,,,,
3131,879,1862,BD,,,Cooper,,,,,,,,,,
3142,883,1862,BD,,,Hostler,,,,,,,,,,
3155,888,1850,BD,,,Seamstress,,,,,,,,,,
3165,890,1856,BD,,,Teamster,,,,,,,,,,
3202,901,1848,BD,,,Caterer,,,,,,,,,,
3203,901,1850,BD,,,Caterer,,,,,,,,,,
3230,903,1858,BD,,,Teamster,,,,,,,,,,
3231,903,1859,BD,,,Teamster,,,,,,,,,,
3232,903,1860,BD,,,Teamster,,,,,,,,,,
3252,916,1854,BD,,,Musician,,,,,,,,,,
3255,917,1859,BD,,,Servant,,,,,,,,,,
3256,917,1860,BD,,,Servant,,,,,,,,,,
3262,918,1820,BD,,,Cartman,,,,,,,,,,
3263,918,1821,BD,,,Cartman,,,,,,,,,,
3264,918,1822,BD,,,Cartman,,,,,,,,,,
3265,918,1823,BD,,,Cartman,,,,,,,,,,
3266,918,1825,BD,,,Cartman,,,,,,,,,,
3267,918,1826,BD,,,Cartman,,,,,,,,,,
3268,918,1827,BD,,,Cartman,,,,,,,,,,
3269,918,1828,BD,,,Cartman,,,,,,,,,,
3270,918,1829,BD,,,Cartman,,,,,,,,,,
3271,918,1830,BD,,,Cartman,,,,,,,,,,
3272,918,1831,BD,,,Cartman,,,,,,,,,,
3273,918,1832,BD,,,Cartman,,,,,,,,,,
3274,918,1833,BD,,,Cartman,,,,,,,,,,
3275,918,1834,BD,,,Cartman,,,,,,,,,,
3276,918,1835,BD,,,Cartman,,,,,,,,,,
3277,918,1836,BD,,,Cartman,,,,,,,,,,
3278,918,1837,BD,,,Cartman,,,,,,,,,,
3279,918,1838,BD,,,Cartman,,,,,,,,,,
3280,918,1839,BD,,,Cartman,,,,,,,,,,
3281,918,1840,BD,,,Cartman,,,,,,,,,,
3282,918,1841,BD,,,Cartman,,,,,,,,,,
3283,918,1843,BD,,,Cartman,,,,,,,,,,
3284,918,1844,BD,,,Cartman,,,,,,,,,,
3285,918,1845,BD,,,Cartman,,,,,,,,,,
3286,918,1846,BD,,,Cartman,,,,,,,,,,
3287,918,1847,BD,,,Cartman,,,,,,,,,,
3288,918,1848,BD,,,Cartman,,,,,,,,,,
3289,918,1849,BD,,,Cartman,,,,,,,,,,
3290,918,1850,BD,,,Cartman,,,,,,,,,,
3292,918,1851,BD,,,Cartman,,,,,,,,,,
3293,918,1852,BD,,,Cartman,,,,,,,,,,
3294,918,1853,BD,,,Cartman,,,,,,,,,,
3336,931,1823,BD,,,Bootblack,,,,,,,,,,
3337,931,1825,BD,,,Bootblack,,,,,,,,,,
3340,934,1823,BD,,,Bootblack,,,,,,,,,,
3341,935,1822,BD,,,Window cleaner,,,,,,,,,,
3347,940,1823,BD,,,Bootblack,,,,,,,,,,
3361,946,1860,BD,,,Machinist,,,,,,,,,,
3362,947,1862,BD,,,Seamstress,,,,,,,,,,
3395,957,1852,BD,,,Clerk,,,,,,,,,,
3424,961,1860,BD,,,Painter,,,,,,,,,,
3450,967,1847,BD,,,Seamstress,,,,,,,,,,
3458,968,1856,BD,,,Clerk,,,,,,,,,,
3459,968,1857,BD,,,Clerk,,,,,,,,,,
3508,978,1842,BD,,,Boarding house,,,,,,,,,,
3511,981,1862,BD,,,Saloon,,,,,,,,,,
3519,984,1834,BD,,,Boarding house,,,,,,,,,,
3520,984,1835,BD,,,Boarding house,,,,,,,,,,
3571,997,1820,BD,,,Bootblack,,,,,,,,,,
3574,999,1822,BD,,,Bootblack,,,,,,,,,,
3619,1015,1847,BD,,,Gymnasium,,,,,,,,,,
3620,1015,1848,BD,,,Gymnasium,,,,,,,,,,
3626,1019,1862,BD,,,Physician,,,,,,,,,,
3640,1021,1834,BD,,,Tailor,,,,,,,,,,
3641,1021,1835,BD,,,Tailor,,,,,,,,,,
3642,1021,1836,BD,,,Tailor,,,,,,,,,,
3643,1021,1837,BD,,,Tailor,,,,,,,,,,
3644,1021,1838,BD,,,Tailor,,,,,,,,,,
3677,1027,,BD,,,Minister,,,,,,,,,,
3678,1028,1820,BD,,,Bootblack,,,,,,,,,,
3696,1042,1851,BD,,,Cutter,,,,,,,,,,
3699,1044,1849,BD,,,Mason,,,,,,,,,,
3723,1068,1859,BD,,,Shoemaker,,,,,,,,,,
3760,1081,1861,BD,,,Gilder,,,,,,,,,,
3779,1112,1842,BD,,,Boarding house,,,,,,,,,,
3811,1137,1842,BD,,,Tailor,,,,,,,,,,
3822,1143,1840,BD,,,Carpenter,,,,,,,,,,
3825,1146,1830,BD,,,Minister,,,,,,,,,,
3841,1157,1831,BD,,,Blacksmith,,,,,,,,,,
3843,1159,1850,BD,,,Grocer,,,,,,,,,,
3915,1213,1838,BD,,,Blacksmith,,,,,,,,,,
3998,1278,1860,BD,,,Cook,,,,,,,,,,
4012,1289,1830,BD,,,Clothing,,,,,,,,,,
4016,1291,1859,BD,,,Tailor,,,,,,,,,,
4018,1293,1853,BD,,,Carpenter,,,,,,,,,,
4038,1309,1861,BD,,,Clerk,,,,,,,,,,
4039,1309,1862,BD,,,Clerk,,,,,,,,,,
4041,1311,1822,BD,,,Bootblack,,,,,,,,,,
4047,1316,1848,BD,,,Teamster,,,,,,,,,,
4086,1348,1820,BD,,,Bootblack,,,,,,,,,,
4091,1351,1823,BD,,,Bootblack,,,,,,,,,,
4096,1356,1859,BD,,,Salesman,,,,,,,,,,
4098,1356,1860,BD,,,Salesman,,,,,,,,,,
4143,1387,1860,BD,,,Clergy,,,,,,,,,,
4159,1398,1822,BD,,,Servant,,,,,,,,,,
4198,1427,1832,BD,,,Bootblack,,,,,,,,,,
4218,1443,1859,BD,,,Teamster,,,,,,,,,,
4236,1459,1820,BD,,,Ropemaker,,,,,,,,,,
4244,1465,1841,BD,,,Clothing,,,,,,,,,,
4246,1465,1853,BD,,,Tailor,,,,,,,,,,
4248,1467,1846,BD,,,Dressmaker,,,,,,,,,,
4250,1469,1846,BD,,,Dressmaker,,,,,,,,,,
4251,1469,1852,BD,,,Dressmaker,,,,,,,,,,
4260,1476,1830,BD,,,Sawyer,,,,,,,,,,
4285,1491,1843,BD,,,Clothing,,,,,,,,,,
4293,1498,1846,BD,,,Dressmaker,,,,,,,,,,
4299,1502,1856,BD,,,Teamster,,,,,,,,,,
4303,1506,1827,BD,,,Bootblack,,,,,,,,,,
4311,1513,1847,BD,,,Seamstress,,,,,,,,,,
4324,1524,1850,BD,,,Cook,,,,,,,,,,
4330,1529,1860,BD,,,Printer,,,,,,,,,,
4343,1538,1837,BD,,,Clothing,,,,,,,,,,
4353,1546,1850,BD,,,Tailor,,,,,,,,,,
4360,1553,1843,BD,,,Musician,,,,,,,,,,
4362,1554,1847,BD,,,Musician,,,,,,,,,,
4373,1564,1825,BD,,,Boarding house,,,,,,,,,,
4377,1566,1837,BD,,,Boarding house,,,,,,,,,,
4392,1580,1853,BD,,,Grocer,,,,,,,,,,
4408,1594,1860,BD,,,Grocer,,,,,,,,,,
4430,1612,1835,BD,,,Housewright,,,,,,,,,,
4437,1618,1842,BD,,,Boarding house,,,,,,,,,,
4449,1624,1847,BD,,,Restorator,,,,,,,,,,
4464,1636,1822,BD,,,Coachman,,,,,,,,,,
4465,1636,1825,BD,,,Cartman,,,,,,,,,,
4466,1636,1829,BD,,,Clothing,,,,,,,,,,
4472,1642,1841,BD,,,Hackman,,,,,,,,,,
4474,1644,1846,BD,,,Clothing,,,,,,,,,,
4477,1645,1849,BD,,,Cook,,,,,,,,,,
4498,1662,1819,BD,,,Bootblack,,,,,,,,,,
4550,1705,1821,BD,,,Grain measurer,,,,,,,,,,
4551,1705,1832,BD,,,Grain measurer,,,,,,,,,,
4552,1706,1858,BD,,,Clerk,,,,,,,,,,
4562,1714,1859,BD,,,Engineer,,,,,,,,,,
4563,1714,1862,BD,,,Jobber,,,,,,,,,,
4565,1715,1849,BD,,,Grocer,,,,,,,,,,
4570,1718,1826,BD,,,Cook,,,,,,,,,,
4573,1721,1837,BD,,,Clothing,,,,,,,,,,
4607,1754,1849,BD,,,Jobber,,,,,,,,,,
4641,1782,1850,BD,,,Cook,,,,,,,,,,
4653,1794,1819,BD,,,Trader,,,,,,,,,,
4655,1794,1826,BD,,,Trader,,,,,,,,,,
4686,1822,1849,BD,,,Clothing,,,,,,,,,,
4704,1838,1821,BD,,,Bootblack,,,,,,,,,,
4706,1839,1835,BD,,,Boarding house,,,,,,,,,,
4711,1844,1843,BD,,,Shoemaker,,,,,,,,,,
4715,1847,1823,BD,,,Clothing,,,,,,,,,,
4730,1858,1846,BD,,,Shoemaker,,,,,,,,,,
4731,1858,1851,BD,,,Shoemaker,,,,,,,,,,
4756,1877,1858,BD,,,Trader,,,,,,,,,,
4779,1898,1848,BD,,,Restorator,,,,,,,,,,
4790,1909,1822,BD,,,Musician,,,,,,,,,,
4825,1937,1849,BD,,,Grocer,,,,,,,,,,
4826,1937,1852,BD,,,Grocer,,,,,,,,,,
4852,1959,1862,BD,,,Engineer,,,,,,,,,,
4875,1979,1855,BD,,,Salesman,,,,,,,,,,
4893,1994,1832,BD,,,Grocer,,,,,,,,,,
4916,2010,1837,BD,,,Clothing,,,,,,,,,,
4923,2016,1849,BD,,,Sailor,,,,,,,,,,
4952,2034,1838,BD,,,Cartman,,,,,,,,,,
4954,2035,1846,BD,,,Jobber,,,,,,,,,,
4972,2052,1825,BD,,,Physician,,,,,,,,,,
4981,2058,1838,BD,,,Painter,,,,,,,,,,
5009,2079,1849,BD,,,Cook,,,,,,,,,,
5020,2089,1847,BD,,,Blacksmith,,,,,,,,,,
5044,2106,1858,BD,,,Caterer,,,,,,,,,,
5054,2114,1850,BD,,,Teamster,,,,,,,,,,
5070,2126,1849,BD,,,Cook,,,,,,,,,,
5071,2127,1847,BD,,,Baker,,,,,,,,,,
5079,2133,1837,BD,,,Boarding house,,,,,,,,,,
5085,2138,1832,BD,,,Boarding house,,,,,,,,,,
5089,2142,1856,BD,,,Mason,,,,,,,,,,
5096,2148,1862,BD,,,Carpenter,,,,,,,,,,
5101,2152,1850,BD,,,Cook,,,,,,,,,,
5110,2158,1847,BD,,,Cook,,,,,,,,,,
5111,2158,1853,BD,,,Cook,,,,,,,,,,
5117,2163,1850,BD,,,Baker,,,,,,,,,,
5124,2169,1838,BD,,,Clothing,,,,,,,,,,
5130,2174,1831,BD,,,Window cleaner,,,,,,,,,,
5206,2235,1844,BD,,,Minister,,,,,,,,,,
5233,2258,1837,BD,,,Sawyer,,,,,,,,,,
5240,2254,1839,BD,,,Window cleaner,,,,,,,,,,
5251,2271,1835,BD,,,Clothing,,,,,,,,,,
5256,2275,1854,BD,,,Hackman,,,,,,,,,,
5257,2276,1841,BD,,,Shoemaker,,,,,,,,,,
5264,2282,1822,BD,,,Boarding house,,,,,,,,,,
5284,2301,1847,BD,,,Jobber,,,,,,,,,,
5287,2304,1819,BD,,,Bootblack,,,,,,,,,,
5302,2315,1829,BD,,,Boarding house,,,,,,,,,,
5317,2330,1848,BD,,,Carpenter,,,,,,,,,,
5327,2340,1847,BD,,,Tailor,,,,,,,,,,
5351,2358,1847,BD,,,Carpenter,,,,,,,,,,
5352,2359,1821,BD,,,Bootblack,,,,,,,,,,
5353,2359,1825,BD,,,Bootblack,,,,,,,,,,
5354,2360,1845,BD,,,Clothing,,,,,,,,,,
5389,2389,1832,BD,,,Cook,,,,,,,,,,
5402,2397,1845,BD,,,Cook,,,,,,,,,,
5421,2412,1856,BD,,,Carpenter,,,,,,,,,,
5461,2441,1857,BD,,,Clerk,,,,,,,,,,
5462,2441,1858,BD,,,Teamster,,,,,,,,,,
5474,2451,1860,BD,,,Grocer,,,,,,,,,,
5476,2453,1839,BD,,,Cook,,,,,,,,,,
5497,2473,1858,BD,,,Restorator,,,,,,,,,,
5499,2474,1846,BD,,,Grocer,,,,,,,,,,
5534,2501,1861,BD,,,Saloon,,,,,,,,,,
5559,2520,1820,BD,,,Bootblack,,,,,,,,,,
5575,2535,1837,BD,,,Whitewasher,,,,,,,,,,
5613,2563,1826,BD,,,Baker,,,,,,,,,,
5642,2588,1846,BD,,,Boarding house,,,,,,,,,,
5668,2610,1852,BD,,,Bootmaker,,,,,,,,,,
5702,2636,1827,BD,,,Bootblack,,,,,,,,,,
5709,2640,1847,BD,,,Bootmaker,,,,,,,,,,
5710,2640,1862,BD,,,Bootmaker,,,,,,,,,,
5730,2653,1828,BD,,,Preacher,,,,,,,,,,
5740,2660,1848,BD,,,Restorator,,,,,,,,,,
5745,2663,1821,BD,,,Bootblack,,,,,,,,,,
5768,2680,1862,BD,,,Whitewasher,,,,,,,,,,
5774,2686,1837,BD,,,Cordwainer,,,,,,,,,,
5796,2701,1846,BD,,,Shoemaker,,,,,,,,,,
5797,2701,1851,BD,,,Shoemaker,,,,,,,,,,
5802,2703,1856,BD,,,Rigger,,,,,,,,,,
5808,2706,1849,BD,,,Mason,,,,,,,,,,
5812,2709,1833,BD,,,Blacksmith,,,,,,,,,,
5832,2721,1830,BD,,,Clothing,,,,,,,,,,
5839,2725,1843,BD,,,Preacher,,,,,,,,,,
5871,2747,1837,BD,,,Clothing,,,,,,,,,,
5884,2759,1840,BD,,,Grocer,,,,,,,,,,
5890,2762,1861,BD,,,Carpenter,,,,,,,,,,
5915,2781,1821,BD,,,Bootblack,,,,,,,,,,
5917,2782,1822,BD,,,Window cleaner,,,,,,,,,,
5936,2795,1841,BD,,,Bootblack,,,,,,,,,,
5944,2801,1857,BD,,,Saloon,,,,,,,,,,
5945,2801,1861,BD,,,Saloon,,,,,,,,,,
5975,2821,1847,BD,,,Jobber,,,,,,,,,,
5980,2826,1846,BD,,,Seamstress,,,,,,,,,,
5988,2833,1819,BD,,,Physician,,,,,,,,,,
5991,2836,1826,BD,,,Grocer,,,,,,,,,,
6003,2846,1854,BD,,,Tailor,,,,,,,,,,
6005,2846,1860,BD,,,Clothing,,,,,,,,,,
6043,2871,1857,BD,,,Boarding house,,,,,,,,,,
6048,2875,1856,BD,,,Saloon,,,,,,,,,,
6050,2876,1842,BD,,,Cook,,,,,,,,,,
6055,2879,1855,BD,,,Cooper,,,,,,,,,,
6090,2903,1834,BD,,,Boarding house,,,,,,,,,,
6094,2905,1839,BD,,,Boarding house,,,,,,,,,,
6114,2919,1822,BD,,,Brewer,,,,,,,,,,
6126,2930,1849,BD,,,Preacher,,,,,,,,,,
6154,2950,1851,BD,,,Carpenter,,,,,,,,,,
6183,2971,1856,BD,,,Carpet cleaner,,,,,,,,,,
6187,2974,1828,BD,,,Bootblack,,,,,,,,,,
6217,2999,1860,BD,,,Servant,,,,,,,,,,
6244,3020,1848,BD,,,Carpenter,,,,,,,,,,
6247,3021,1828,BD,,,Boarding house,,,,,,,,,,
6276,3038,1856,BD,,,Painter,,,,,,,,,,
6287,3046,1859,BD,,,Boarding house,,,,,,,,,,
6309,3064,1861,BD,,,Carpet cleaner,,,,,,,,,,
6319,3070,1851,BD,,,Rigger,,,,,,,,,,
6320,3070,1854,BD,,,Rigger,,,,,,,,,,
6325,3072,1856,BD,,,Whitewasher,,,,,,,,,,
6340,3081,1849,BD,,,Grocer,,,,,,,,,,
6364,3100,1837,BD,,,Cook,,,,,,,,,,
6366,3100,1850,BD,,,Cook,,,,,,,,,,
6367,3102,1845,BD,,,Clerk,,,,,,,,,,
6368,3102,1847,BD,,,Counsellor,,,,,,,,,,
6373,3105,1821,BD,,,Cordwainer,,,,,,,,,,
6381,3113,1860,BD,,,Engineer,,,,,,,,,,
6388,3119,1856,BD,,,Boarding house,,,,,,,,,,
6414,3135,1849,BD,,,Cook,,,,,,,,,,
6417,3138,1840,BD,,,Tailor,,,,,,,,,,
6437,3152,1820,BD,,,Tailor,,,,,,,,,,
6438,3152,1842,BD,,,Tailor,,,,,,,,,,
6468,3176,1853,BD,,,Whitewasher,,,,,,,,,,
6477,3182,1819,BD,,,Bootblack,,,,,,,,,,
6480,3185,1861,BD,,,Servant,,,,,,,,,,
6489,3190,1859,BD,,,Cook,,,,,,,,,,
6496,3197,1839,BD,,,Bootblack,,,,,,,,,,
6500,3198,1858,BD,,,Blacksmith,,,,,,,,,,
6505,3203,1842,BD,,,Boarding house,,,,,,,,,,
6506,3203,1853,BD,,,Coachman,,,,,,,,,,
6507,3203,1861,BD,,,Coachman,,,,,,,,,,
6509,3205,1822,BD,,,Musician,,,,,,,,,,
6529,3219,1860,BD,,,Carpenter,,,,,,,,,,
6535,3223,1860,BD,,,Cook,,,,,,,,,,
6537,3224,1829,BD,,,Boarding house,,,,,,,,,,
6548,3232,1837,BD,,,Bootblack,,,,,,,,,,
6565,3241,1859,BD,,,Machinist,,,,,,,,,,
6585,3256,1833,BD,,,Cook,,,,,,,,,,
6600,3269,1860,BD,,,Saloon,,,,,,,,,,
6620,3284,1832,BD,,,Window cleaner,,,,,,,,,,
6626,3289,1826,BD,,,Bootblack,,,,,,,,,,
6636,3297,1821,BD,,,Minister,,,,,,,,,,
6641,3299,1821,BD,,,Ropemaker,,,,,,,,,,
6646,3304,1849,BD,,,Housewright,,,,,,,,,,
6647,3304,1857,BD,,,Carpenter,,,,,,,,,,
6654,3310,1830,BD,,,Baker,,,,,,,,,,
6660,3316,1830,BD,,,Window cleaner,,,,,,,,,,
6673,3325,1859,BD,,,Grocer,,,,,,,,,,
6745,3376,1854,BD,,,Engineer,,,,,,,,,,
6746,3377,1857,BD,,,Grocer,,,,,,,,,,
6758,3384,1859,BD,,,Clerk,,,,,,,,,,
6765,3389,1826,BD,,,Bootblack,,,,,,,,,,
6766,3389,1828,BD,,,Clothing,,,,,,,,,,
6768,3389,1834,BD,,,Clothing,,,,,,,,,,
6798,3411,1857,BD,,,Minister,,,,,,,,,,
6799,3412,1821,BD,,,Bootblack,,,,,,,,,,
6812,3424,1834,BD,,,Clothing,,,,,,,,,,
6815,3426,1846,BD,,,Sawyer,,,,,,,,,,
6816,3426,1849,BD,,,Sailor,,,,,,,,,,
6832,3439,1838,BD,,,Clothing,,,,,,,,,,
6836,3440,1844,BD,,,Tailor,,,,,,,,,,
6837,3441,1839,BD,,,Cordwainer,,,,,,,,,,
6838,3441,1842,BD,,,Shoemaker,,,,,,,,,,
6842,3443,1838,BD,,,Clothing,,,,,,,,,,
6858,3456,1849,BD,,,Tailor,,,,,,,,,,
6917,3503,1844,BD,,,Clothing,,,,,,,,,,
6918,3503,1847,BD,,,Tailor,,,,,,,,,,
6957,3534,1848,BD,,,Teamster,,,,,,,,,,
6984,3552,1844,BD,,,Whitewasher,,,,,,,,,,
7006,3569,1846,BD,,,Dressmaker,,,,,,,,,,
7012,3575,1841,BD,,,Boarding house,,,,,,,,,,
7013,3575,1850,BD,,,Cook,,,,,,,,,,
7030,3589,1843,BD,,,Clothing,,,,,,,,,,
7044,3601,1825,BD,,,Musician,,,,,,,,,,
7046,3602,1848,BD,,,Whitewasher,,,,,,,,,,
7054,3608,1841,BD,,,Clothing,,,,,,,,,,
7055,3609,1840,BD,,,Clothing,,,,,,,,,,
7061,3612,1841,BD,,,Clothing,,,,,,,,,,
7063,3612,1845,BD,,,Cook,,,,,,,,,,
7074,3618,1847,BD,,,Caterer,,,,,,,,,,
7083,3626,1833,BD,,,Grain measurer,,,,,,,,,,
7110,3649,1820,BD,,,Ropemaker,,,,,,,,,,
7117,3653,1822,BD,,,Bootblack,,,,,,,,,,
7143,3678,1850,BD,,,Printer,,,,,,,,,,
7146,3680,1823,BD,,,Preacher,,,,,,,,,,
7151,3685,1846,BD,,,Tailor,,,,,,,,,,
7177,3707,1847,BD,,,Clergy,,,,,,,,,,
7180,3669,1842,BD,,,Hostler,,,,,,,,,,
7181,3670,1833,BD,,,Boarding house,,,,,,,,,,
7182,3680,1850,BD,,,Clergy,,,,,,,,,,
7187,3712,1834,BD,,,Clothing,,,,,,,,,,
7188,3712,1848,BD,,,Clothing,,,,,,,,,,
7230,3749,1820,BD,,,Bootblack,,,,,,,,,,
7238,3756,1830,BD,,,Clothing,,,,,,,,,,
7248,3764,1820,BD,,,Physician,,,,,,,,,,
7249,3764,1829,BD,,,Physician,,,,,,,,,,
7251,3767,1835,BD,,,Clothing,,,,,,,,,,
7252,3767,1847,BD,,,Clothing,,,,,,,,,,
7266,3778,1846,BD,,,Boarding house,,,,,,,,,,
7307,3817,1821,BD,,,Bootblack,,,,,,,,,,
7308,3817,1822,BD,,,Servant,,,,,,,,,,
7309,3817,1823,BD,,,Bootblack,,,,,,,,,,
7317,3822,1847,BD,,,Grocer,,,,,,,,,,
7330,3835,1842,BD,,,Minister,,,,,,,,,,
7344,3847,1831,BD,,,Ropemaker,,,,,,,,,,
7367,3866,1836,BD,,,Cigar maker,,,,,,,,,,
7374,3873,1837,BD,,,Tailor,,,,,,,,,,
7394,3889,1832,BD,,,Boarding house,,,,,,,,,,
7404,3898,1847,BD,,,Jobber,,,,,,,,,,
7407,3900,1837,BD,,,Boarding house,,,,,,,,,,
7414,3905,1827,BD,,,Clothing,,,,,,,,,,
7420,3873,1850,BD,,,Tailor,,,,,,,,,,
7443,3929,1836,BD,,,Cordwainer,,,,,,,,,,
7444,3929,1843,BD,,,Printer,,,,,,,,,,
7445,3929,1853,BD,,,Printer,,,,,,,,,,
7446,3930,1835,BD,,,Clothing,,,,,,,,,,
7447,3930,1837,BD,,,Clothing,,,,,,,,,,
7473,3950,1831,BD,,,Clothing,,,,,,,,,,
7474,3951,1831,BD,,,Clothing,,,,,,,,,,
7501,3976,1839,BD,,,Chimney sweep,,,,,,,,,,
7502,3976,1848,BD,,,Chimney sweep,,,,,,,,,,
7503,3977,1837,BD,,,Clothing,,,,,,,,,,
7506,3979,1842,BD,,,Gardener,,,,,,,,,,
7508,3980,1857,BD,,,Teamster,,,,,,,,,,
7513,3985,1830,BD,,,Clothing,,,,,,,,,,
7516,3987,1847,BD,,,Grocer,,,,,,,,,,
7541,4009,1846,BD,,,Minister,,,,,,,,,,
7548,4015,1846,BD,,,Baker,,,,,,,,,,
7568,4035,1837,BD,,,Clothing,,,,,,,,,,
7590,4052,1833,BD,,,Bootblack,,,,,,,,,,
7594,4053,1821,BD,,,Bootblack,,,,,,,,,,
7595,4054,1829,BD,,,Bootblack,,,,,,,,,,
7605,4035,1851,BD,,,Clothing,,,,,,,,,,
7662,4100,1821,BD,,,Trader,,,,,,,,,,
7663,4100,1827,BD,,,Chimney sweep,,,,,,,,,,
7665,4100,1841,BD,,,Grocer,,,,,,,,,,
7668,4101,1848,BD,,,Printer,,,,,,,,,,
7683,4110,1860,BD,,,Clerk,,,,,,,,,,
7687,4112,1840,BD,,,Cordwainer,,,,,,,,,,
7690,4114,1844,BD,,,Whitewasher,,,,,,,,,,
7707,4129,1832,BD,,,Boarding house,,,,,,,,,,
7708,4130,1860,BD,,,Servant,,,,,,,,,,
7720,4141,1859,BD,,,Bootmaker,,,,,,,,,,
7721,4141,1861,BD,,,Saloon,,,,,,,,,,
7733,4149,1830,BD,,,Clothing,,,,,,,,,,
7735,4151,1848,BD,,,Minister,,,,,,,,,,
7736,4152,1829,BD,,,Bootmaker,,,,,,,,,,
7740,4155,1848,BD,,,Blacksmith,,,,,,,,,,
7743,4157,1858,BD,,,Teamster,,,,,,,,,,
7746,4160,1831,BD,,,Clothing,,,,,,,,,,
7753,4166,1853,BD,,,Bartender,,,,,,,,,,
7757,4169,1837,BD,,,Tailor,,,,,,,,,,
7810,4210,1821,BD,,,Boarding house,,,,,,,,,,
7823,4220,1819,BD,,,Bootblack,,,,,,,,,,
7827,4222,1823,BD,,,Cook,,,,,,,,,,
7839,4231,1823,BD,,,Clothing,,,,,,,,,,
7850,3480,1837,BD,,,Teamster,,,,,,,,,,
7854,4242,1834,BD,,,Bootblack,,,,,,,,,,
7857,4243,1835,BD,,,Clothing,,,,,,,,,,
7878,4260,1829,BD,,,Cook,,,,,,,,,,
7884,4264,1848,BD,,,Clothing,,,,,,,,,,
7897,4276,1860,BD,,,Clothing,,,,,,,,,,
7912,4287,1853,BD,,,Painter,,,,,,,,,,
7918,4289,1859,BD,,,Caterer,,,,,,,,,,
7924,4293,1854,BD,,,Carrier,,,,,,,,,,
7930,4298,1831,BD,,,Musician,,,,,,,,,,
7977,4341,1860,BD,,,Carpenter,,,,,,,,,,
8005,4366,1825,BD,,,Trader,,,,,,,,,,
8011,4371,1840,BD,,,Cigar maker,,,,,,,,,,
8016,4374,1848,BD,,,Cook,,,,,,,,,,
8030,4387,1854,BD,,,Teamster,,,,,,,,,,
8031,4388,1846,BD,,,Tailor,,,,,,,,,,
8039,4395,1823,BD,,,Bootblack,,,,,,,,,,
8041,4396,1852,BD,,,Trader,,,,,,,,,,
8047,4400,1853,BD,,,Jobber,,,,,,,,,,
8051,4404,1828,BD,,,Musician,,,,,,,,,,
8097,4443,1827,BD,,,Blacksmith,,,,,,,,,,
8098,4444,1844,BD,,,Grocer,,,,,,,,,,
8104,4447,1848,BD,,,Seamstress,,,,,,,,,,
8120,4458,1823,BD,,,Bootblack,,,,,,,,,,
8121,4458,1844,BD,,,Bootblack,,,,,,,,,,
8123,4459,1828,BD,,,Clothing,,,,,,,,,,
8138,4470,1826,BD,,,Mason,,,,,,,,,,
8141,4473,1846,BD,,,Minister,,,,,,,,,,
8177,4501,1825,BD,,,Clothing,,,,,,,,,,
8178,4501,1830,BD,,,Clothing,,,,,,,,,,
8183,4505,1843,BD,,,Grocer,,,,,,,,,,
8184,4505,1845,BD,,,Shoemaker,,,,,,,,,,
8187,4506,1840,BD,,,Sawyer,,,,,,,,,,
